"","DOI","Title","Pages","Entry Questionnaire","AEJ Edition","Year","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","worksheet"
"1","10.1257/app.5.2.29","School Inputs, Household Substitution, and Test Scores",NA,NA,"2013 vol. 5",2013,1,"Hautahi",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"2","10.1257/app.5.3.1","Fuel Economy and Safety: The Influences of Vehicle Class and Driver Behavior",NA,NA,"2013 vol. 5",2013,1,"Flavio",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"3","10.1257/app.5.3.27","Bringing Education to Afghan Girls: A Randomzied Controlled Trial of Village-Based Girls",NA,NA,"2013 vol. 5",2013,1,"Sho",NA,"Partial",NA,NA,"Sun",NA,NA,NA,NA,NA,NA,NA,"First2014"
"4","10.1257/app.5.3.41","The Effects of ""Girl-Friendly"" Schools: Evidence from the BRIGHT School Construction Program in Burkina Faso",NA,NA,"2013 vol. 5",2013,1,"Svati",NA,"Yes",NA,NA,"Sho",NA,NA,NA,NA,NA,NA,NA,"First2014"
"5","10.1257/app.5.3.91","Marriage Networks, Nepotism, and Labor Market Outcomes in China",NA,NA,"2013 vol. 5",2013,1,"Sun",NA,"Yes",NA,NA,"Svati",NA,NA,NA,NA,NA,NA,NA,"First2014"
"6","10.1257/app.5.2.122","The Demand for, and Consequences of, Formalization among Informal Firms in Sri Lanka",NA,NA,"2013 vol. 5",2013,1,"Sho",NA,"Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"7","10.1257/app.5.2.151","Making Yourself Attractive: Pre-marital Investments and the Returns to Education in the Marriage Market",NA,NA,"2013 vol. 5",2013,1,"Svati",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"8","10.1257/app.5.2.232","The Gorbachev Anti-Alcohol Campaign and Russia's Mortality Crisis",NA,NA,"2013 vol. 5",2013,1,"Sun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"9","10.1257/app.5.3.113","Private Information and the Allocation of Land Use Subsidies in Malawi",NA,NA,"2013 vol. 5",2013,2,"Sun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"10","10.1257/app.5.3.189","Teaching Practices and Social Capital",NA,NA,"2013 vol. 5",2013,2,"Sho",NA,"Mostly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"11","10.1257/app.5.4.241","Can Informed Public Deliberation Overcome Clientelism? Experimental Evidence from Benin",NA,NA,"2013 vol. 5",2013,2,"Sho",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"12","10.1257/app.5.2.179","Texting Bans and Fatal Accidents on Roadways: Do They Work? Or Do Drivers Just React to Announcements of Bans?",NA,NA,"2013 vol. 5",2013,2,"Sun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"13","10.1257/app.5.3.63","How Does the Market Use Citation Data? The Hirsch Index in Economics",NA,NA,"2013 vol. 5",2013,3,"Sho",NA,"Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"14","10.1257/app.5.3.170","Campaign Contributions over CEOs' Careers.",NA,NA,"2013 vol. 5",2013,3,"Sun",NA,"Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"15","10.1257/app.5.1.65","Real Wage Inequality",NA,NA,"2013 vol. 5",2013,3,"Sho",NA,"Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
"16","10.1257/app.5.4.165","Asymmetric Information between Employers",NA,NA,"2013 vol. 5",2013,3,"Sun",NA,"Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First2014"
